"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"11",32.0060163736343,12.9457929404452,80.7572516379878,88.3830710547045,5.18503109924495,24.2163388989866,45.6098016351461,53.5513138631359,86.8457883130759,69.1709086764604,35.8448907500133,29.1832310380414,69.0522383432835,98.1855500955135,44.6729149902239,42.513302131556,29.187534796074,64.6288421005011,20.2939618378878,26.5076593728736
"12",40.5440048314631,21.9465152127668,23.8817178877071,59.925848362036,90.5244341120124,62.9622967913747,10.4702501790598,0.977136427536607,1.38278810773045,23.9609506446868,75.2941282466054,92.2064024722204,75.5327704362571,13.4889424080029,55.5363915162161,6.97037293575704,56.4917402109131,96.5619248105213,13.175188517198,19.1405923804268
"13",13.5960960062221,89.7277137963101,43.9109605271369,68.3487131493166,89.046520111151,91.3815930718556,47.0194244757295,70.9073380799964,42.3870397498831,73.762287478894,42.2399683156982,56.3696371391416,14.573755627498,88.6441870359704,79.2398786172271,40.6693764030933,13.7940388405696,70.469214906916,74.6928854146972,72.4879098590463
"14",58.7054271483794,50.9339082753286,81.7952782614157,58.3060708362609,13.3214332628995,44.9879753636196,47.6895555853844,0.886042439378798,90.0714342715219,87.036714493297,44.6720972890034,24.1730282548815,16.7246316093951,96.981319389306,86.9857392972335,13.5832487838343,80.3656947566196,23.1258191401139,43.9308622851968,65.4380765045062
"15",63.9373493148014,71.7582847457379,68.2725888444111,62.5685759121552,96.9112650956959,83.3035069983453,65.0714858667925,21.9767877133563,82.3693209793419,64.1794265015051,37.2906710486859,44.5236862171441,54.6836905647069,14.9082116549835,48.7947597401217,20.3219961607829,10.884814010933,48.2988568721339,62.9052944714203,72.175282612443
"16",44.8666078737006,66.1202055169269,87.3978465097025,74.3663783185184,89.2866806592792,91.1062876693904,28.0833817785606,54.6976855490357,82.7298516407609,86.1406908370554,46.2027010507882,33.3877077559009,22.1112887375057,81.1839126050472,53.634509886615,83.4804378915578,34.3355601653457,49.9721718020737,57.9121981980279,95.0753109995276
"17",11.4804456476122,1.48809833917767,35.3585591772571,70.3395833261311,50.9957578731701,84.8481243709102,39.0685789752752,90.8219418022782,62.697175797075,89.816732192412,68.8759993063286,62.0705729117617,69.8798847850412,81.1642253305763,87.3034240445122,9.71289179287851,53.2357186777517,76.1652413988486,9.20699255075306,54.7758968546987
"18",55.0654528429732,97.8355052182451,47.7430039551109,3.60193271189928,35.6015573721379,23.4298748662695,19.0213239053264,76.3094230322167,58.2457893760875,31.3364033587277,71.2665969505906,13.8802104163915,65.7728618243709,88.2004356943071,8.96052664611489,98.8228110130876,10.9707603463903,39.7623187396675,90.1515417499468,17.4840039340779
"19",74.2235523415729,98.046829062514,43.1173705495894,37.9837088286877,78.5979669773951,88.045703060925,24.5728869456798,98.0346373515204,0.91719632036984,25.8444562321529,54.1405531344935,94.400158431381,18.6210208572447,19.5836446480826,27.1621054271236,9.50050747487694,74.5174158597365,85.3205700404942,10.8958580996841,94.654304953292
"20",54.6874029329047,26.188491564244,96.759770414792,18.9353589899838,37.5110559398308,58.8891667779535,90.1592410402372,77.5084464345127,40.9223488764837,96.1031972663477,39.8901918902993,12.1948348591104,95.6116013461724,19.7598550235853,46.4017702266574,67.325483285822,30.458832741715,49.1017221473157,64.1690212069079,87.7050500828773
